SurveyResponseKey,TicketKey,SurveyResponseDate,AgentCourtesyRating,ResolutionQualityRating,WaitTimeRating,FirstContactResolution,NPS_Score,CustomerComment,ResponseTimeHours
3097,5851,2025-03-27,5,3,3,1,6,Quick response and clear explanation.,29.2
3098,5852,2025-11-22,5,5,4,1,6,"Polite and knowledgeable support, thank you.",67.3
3099,5855,2026-04-10,5,4,3,1,4,"Polite and knowledgeable support, thank you.",6.29
3100,5856,2025-05-30,3,3,5,1,8,"Resolved on the first call, very satisfied.",32.65
3101,5857,2026-01-25,4,3,5,1,6,Quick response and clear explanation.,12.2
3102,5862,2026-06-05,5,4,5,1,4,Agent was friendly and solved my issue quickly.,14.07
3103,5863,2025-06-20,4,5,3,1,5,"Great service, very professional and helpful.",30.13
3104,5865,2025-10-23,5,5,5,1,7,"Great service, very professional and helpful.",25.13
3105,5867,2026-03-24,5,5,4,1,4,Agent was friendly and solved my issue quickly.,25.75
3106,5873,2026-01-20,5,4,4,1,5,Agent was friendly and solved my issue quickly.,26.3
3107,5876,2026-07-25,4,4,5,1,8,Agent was friendly and solved my issue quickly.,26.25
3108,5877,2025-07-13,5,4,4,1,8,Agent was friendly and solved my issue quickly.,25.5
3109,5878,2026-03-27,5,4,5,1,6,"Resolved on the first call, very satisfied.",1.57
3110,5879,2025-11-12,3,2,4,1,4,Got what I needed eventually.,8.88
3111,5880,2025-05-01,1,2,2,1,4,Got what I needed eventually.,5.72
3112,5881,2025-05-28,4,5,5,1,6,Agent was friendly and solved my issue quickly.,4.46
3113,5883,2025-02-15,5,4,4,1,1,Quick response and clear explanation.,21.74
3114,5884,2026-01-30,4,4,4,1,8,"Polite and knowledgeable support, thank you.",39.86
3115,5892,2025-04-24,5,5,3,1,8,Quick response and clear explanation.,31.12
3116,5895,2025-10-12,4,5,5,1,9,Agent was friendly and solved my issue quickly.,21.1
3117,5896,2025-02-23,5,5,5,1,6,"Great service, very professional and helpful.",10.25
3118,5897,2025-10-05,5,4,5,1,10,"Polite and knowledgeable support, thank you.",32.96
3119,5900,2025-08-08,2,3,3,1,4,Had to contact you multiple times for the same issue.,33.59
3120,5901,2026-07-08,4,3,5,1,3,Agent was friendly and solved my issue quickly.,76.28
3121,5902,2025-04-02,5,5,4,1,6,"Great service, very professional and helpful.",23.22
3122,5903,2025-08-22,5,4,5,1,6,"Polite and knowledgeable support, thank you.",27.08
3123,5904,2026-05-16,3,3,3,0,4,The agent was fine but I had to wait.,8.19
3124,5905,2026-05-03,3,2,5,1,10,"Resolved on the first call, very satisfied.",32.75
3125,5906,2026-03-08,3,5,4,1,8,"Polite and knowledgeable support, thank you.",41.69
3126,5907,2026-02-03,5,4,3,1,8,"Polite and knowledgeable support, thank you.",18.05
3127,5909,2026-01-08,5,4,4,1,5,"Great service, very professional and helpful.",66.3
3128,5911,2026-05-04,4,5,5,1,7,Agent was friendly and solved my issue quickly.,53.93
3129,5913,2025-12-20,5,5,4,1,10,"Resolved on the first call, very satisfied.",37.84
3130,5914,2025-09-11,5,3,4,1,7,Agent was friendly and solved my issue quickly.,46.68
3131,5915,2026-07-26,5,3,4,1,6,Agent was friendly and solved my issue quickly.,1.99
3132,5918,2025-08-22,3,3,3,1,4,Average experience overall.,14.99
3133,5919,2026-04-12,5,3,3,1,6,"Resolved on the first call, very satisfied.",6.62
3134,5920,2025-01-18,3,2,2,1,5,The agent was fine but I had to wait.,18.36
3135,5921,2025-01-21,3,2,3,0,0,Agent was not helpful and seemed rushed.,24.81
3136,5924,2026-08-12,4,4,4,0,4,"Resolved on the first call, very satisfied.",22.55
3137,5926,2025-05-05,5,4,4,1,9,Quick response and clear explanation.,38.06
3138,5927,2026-01-20,4,5,3,1,7,"Great service, very professional and helpful.",6.4
3139,5928,2026-02-18,5,5,5,1,7,"Great service, very professional and helpful.",27.99
3140,5930,2025-11-03,2,1,2,1,1,Waited far too long and the problem is still not fixed.,70.61
3141,5931,2026-05-10,5,5,4,1,3,Agent was friendly and solved my issue quickly.,4.81
3142,5933,2025-10-16,5,3,4,1,3,Agent was friendly and solved my issue quickly.,41.84
3143,5937,2025-06-12,3,1,1,1,3,Waited far too long and the problem is still not fixed.,17.43
3144,5938,2026-06-23,3,4,5,1,7,"Great service, very professional and helpful.",27.5
3145,5940,2025-03-25,4,3,3,0,5,Quick response and clear explanation.,37.74
3146,5943,2025-05-27,4,3,2,1,4,The agent was fine but I had to wait.,27.3
3147,5947,2026-07-20,5,3,5,0,5,"Great service, very professional and helpful.",19.33
3148,5952,2025-08-29,5,5,4,0,5,Quick response and clear explanation.,29.29
3149,5953,2025-12-02,5,4,4,1,5,Quick response and clear explanation.,36.38
3150,5954,2026-02-13,3,2,3,1,7,Average experience overall.,9.05
3151,5955,2025-04-13,5,5,4,1,6,Quick response and clear explanation.,13.76
3152,5956,2025-03-10,2,4,3,0,5,Average experience overall.,9.2
3153,5959,2025-02-08,3,2,1,1,2,Had to contact you multiple times for the same issue.,56.17
3154,5961,2025-04-09,5,5,4,1,5,"Polite and knowledgeable support, thank you.",11.7
3155,5962,2025-08-15,5,3,4,1,7,"Resolved on the first call, very satisfied.",21.6
3156,5963,2026-08-13,5,4,3,1,8,Agent was friendly and solved my issue quickly.,24.62
3157,5967,2025-09-14,5,3,3,1,6,Agent was friendly and solved my issue quickly.,7.47
3158,5968,2025-11-18,4,3,2,1,3,Got what I needed eventually.,53.63
3159,5969,2025-04-20,5,5,4,1,7,"Resolved on the first call, very satisfied.",25.61
3160,5970,2025-05-14,3,3,4,1,5,Agent was friendly and solved my issue quickly.,35.11
3161,5975,2025-04-04,4,5,3,1,4,"Polite and knowledgeable support, thank you.",14.34
3162,5976,2025-02-05,4,4,3,0,6,"Great service, very professional and helpful.",13.66
3163,5977,2025-10-06,5,3,2,1,4,"Resolved on the first call, very satisfied.",50.4
3164,5982,2026-06-18,3,2,3,1,5,Issue was resolved but it took a while.,26.02
3165,5985,2025-12-22,4,5,5,1,6,"Resolved on the first call, very satisfied.",7.0
3166,5986,2025-01-14,1,2,2,0,0,"Very frustrating experience, poor communication.",28.45
3167,5990,2026-07-11,5,5,5,1,7,"Resolved on the first call, very satisfied.",11.64
3168,5993,2025-10-17,5,3,3,1,7,"Resolved on the first call, very satisfied.",37.82
3169,5994,2026-05-17,5,4,4,0,3,"Polite and knowledgeable support, thank you.",0.45
3170,5995,2026-08-15,4,3,4,1,8,Quick response and clear explanation.,56.11
3171,5997,2025-11-29,4,4,4,1,9,"Resolved on the first call, very satisfied.",2.11
3172,5999,2026-02-19,4,5,5,1,10,"Polite and knowledgeable support, thank you.",33.88
3173,6001,2025-10-08,5,5,4,1,8,"Resolved on the first call, very satisfied.",33.89
3174,6002,2026-06-21,3,4,4,1,9,"Polite and knowledgeable support, thank you.",31.62
3175,6004,2025-05-06,4,4,3,1,6,"Resolved on the first call, very satisfied.",30.09
3176,6006,2025-06-20,5,5,5,1,8,"Polite and knowledgeable support, thank you.",26.07
3177,6007,2026-06-13,3,2,4,1,4,Got what I needed eventually.,33.89
3178,6008,2026-04-07,5,4,5,1,9,"Great service, very professional and helpful.",1.67
3179,6009,2025-10-07,5,2,3,1,7,"Polite and knowledgeable support, thank you.",56.08
3180,6012,2026-04-29,4,4,3,1,4,"Polite and knowledgeable support, thank you.",35.7
3181,6013,2026-04-04,4,4,4,1,1,"Great service, very professional and helpful.",19.43
3182,6014,2025-04-30,5,4,4,1,7,"Polite and knowledgeable support, thank you.",16.01
3183,6015,2025-06-17,4,3,2,1,6,The agent was fine but I had to wait.,6.95
3184,6016,2025-07-25,3,3,1,0,3,"Support was okay, nothing exceptional.",70.22
3185,6018,2026-07-17,4,2,3,1,4,Average experience overall.,18.34
3186,6022,2025-10-01,4,5,5,1,10,"Polite and knowledgeable support, thank you.",21.6
3187,6026,2025-11-06,4,3,5,1,5,Quick response and clear explanation.,37.73
3188,6027,2025-09-12,5,5,5,1,6,"Great service, very professional and helpful.",16.11
3189,6028,2026-02-07,4,4,5,1,4,Quick response and clear explanation.,40.48
3190,6029,2025-11-27,5,5,4,1,9,"Resolved on the first call, very satisfied.",10.74
3191,6030,2025-10-12,4,5,3,1,7,"Resolved on the first call, very satisfied.",0.75
3192,6034,2026-03-22,5,5,4,1,5,"Resolved on the first call, very satisfied.",0.87
3193,6035,2026-07-22,3,4,3,1,4,The agent was fine but I had to wait.,45.58
3194,6037,2026-01-19,5,3,3,0,5,Agent was friendly and solved my issue quickly.,30.84
3195,6038,2026-07-26,5,3,4,1,5,"Resolved on the first call, very satisfied.",46.2
3196,6039,2025-10-25,5,5,5,1,9,"Great service, very professional and helpful.",27.23
3197,6040,2026-04-25,3,4,4,1,6,"Polite and knowledgeable support, thank you.",31.26
3198,6043,2025-07-04,3,2,3,1,5,Quick response and clear explanation.,25.16
3199,6044,2025-03-18,4,4,4,1,6,"Polite and knowledgeable support, thank you.",10.41
3200,6045,2026-02-04,3,3,3,1,2,The agent was fine but I had to wait.,21.05
3201,6047,2025-05-09,4,5,4,1,5,"Resolved on the first call, very satisfied.",29.23
3202,6049,2026-02-02,5,5,4,1,7,Agent was friendly and solved my issue quickly.,47.14
3203,6051,2025-06-17,3,5,3,1,2,The agent was fine but I had to wait.,27.2
3204,6052,2026-03-11,5,4,4,1,10,"Resolved on the first call, very satisfied.",25.72
3205,6058,2026-02-26,2,2,3,0,4,Average experience overall.,16.55
3206,6060,2025-09-04,4,2,5,1,8,"Great service, very professional and helpful.",65.08
3207,6061,2026-06-08,4,5,4,1,3,"Great service, very professional and helpful.",39.38
3208,6062,2025-10-02,4,1,2,0,0,Had to contact you multiple times for the same issue.,17.55
3209,6065,2026-01-26,5,5,4,0,7,"Resolved on the first call, very satisfied.",5.27
3210,6068,2025-01-13,4,5,3,1,5,"Resolved on the first call, very satisfied.",34.4
3211,6070,2026-08-03,3,4,1,1,3,Issue was resolved but it took a while.,50.73
3212,6071,2026-08-02,5,5,3,1,5,Quick response and clear explanation.,21.13
3213,6072,2025-11-09,3,4,3,1,4,Quick response and clear explanation.,30.27
3214,6075,2025-11-10,5,2,3,0,4,Got what I needed eventually.,13.08
3215,6076,2026-04-12,4,4,3,1,6,"Resolved on the first call, very satisfied.",40.36
3216,6077,2025-10-19,5,4,5,1,6,"Resolved on the first call, very satisfied.",7.1
3217,6079,2026-08-13,3,4,4,1,8,"Polite and knowledgeable support, thank you.",7.7
3218,6081,2026-02-19,5,4,4,0,4,Quick response and clear explanation.,0.58
3219,6085,2026-03-21,3,3,4,1,4,"Great service, very professional and helpful.",25.36
3220,6089,2025-06-09,5,5,3,1,4,"Polite and knowledgeable support, thank you.",36.24
3221,6093,2025-07-21,3,2,3,0,2,"Very frustrating experience, poor communication.",39.36
3222,6094,2026-04-03,2,3,3,1,4,Got what I needed eventually.,27.21
3223,6097,2025-04-14,5,4,5,1,3,"Polite and knowledgeable support, thank you.",9.41
3224,6100,2026-02-17,4,5,5,1,10,"Resolved on the first call, very satisfied.",23.38
3225,6102,2025-11-16,5,4,4,1,9,Quick response and clear explanation.,13.8
3226,6103,2025-05-24,4,3,4,0,7,Agent was friendly and solved my issue quickly.,26.13
3227,6107,2026-07-18,4,5,3,1,6,Quick response and clear explanation.,33.93
3228,6109,2025-10-04,4,5,5,1,6,Quick response and clear explanation.,19.14
3229,6110,2026-04-11,3,5,5,1,7,Quick response and clear explanation.,5.74
3230,6111,2025-10-09,5,5,4,1,7,"Polite and knowledgeable support, thank you.",12.81
3231,6113,2025-07-19,3,3,3,1,1,Average experience overall.,20.59
3232,6120,2025-10-11,5,4,4,1,8,"Great service, very professional and helpful.",6.52
3233,6121,2025-09-29,4,3,3,0,4,"Support was okay, nothing exceptional.",29.39
3234,6122,2026-03-18,5,3,5,1,9,"Polite and knowledgeable support, thank you.",2.42
3235,6123,2025-01-18,5,3,3,1,4,Average experience overall.,17.63
3236,6124,2026-03-11,5,4,5,1,10,"Great service, very professional and helpful.",35.74
3237,6125,2026-07-18,4,4,2,1,9,"Resolved on the first call, very satisfied.",41.52
3238,6126,2025-06-05,4,4,3,1,8,Quick response and clear explanation.,18.21
3239,6130,2025-04-26,2,5,4,1,3,Got what I needed eventually.,24.55
3240,6133,2025-09-18,4,3,2,0,6,Average experience overall.,17.38
3241,6134,2026-06-15,4,3,3,1,6,Average experience overall.,51.31
3242,6136,2026-03-24,4,4,2,0,3,Average experience overall.,40.44
3243,6141,2026-08-13,2,3,2,0,4,Issue was resolved but it took a while.,12.21
3244,6142,2025-09-12,3,3,3,1,2,Issue was resolved but it took a while.,37.05
3245,6143,2025-11-27,5,4,4,1,10,Quick response and clear explanation.,25.7
3246,6145,2025-05-11,4,5,5,1,9,"Resolved on the first call, very satisfied.",43.02
3247,6148,2025-07-23,2,2,1,0,0,"Very frustrating experience, poor communication.",53.09
3248,6150,2026-08-10,3,3,3,1,2,Issue was resolved but it took a while.,19.59
3249,6153,2025-04-09,5,4,5,1,9,"Great service, very professional and helpful.",32.36
3250,6154,2025-08-18,4,4,3,1,7,"Polite and knowledgeable support, thank you.",12.67
3251,6155,2026-04-26,3,4,3,0,8,"Resolved on the first call, very satisfied.",25.36
3252,6156,2025-03-10,4,2,4,1,6,Agent was friendly and solved my issue quickly.,46.02
3253,6157,2026-04-18,5,2,3,1,10,"Resolved on the first call, very satisfied.",38.01
3254,6158,2025-06-30,3,1,2,1,2,Had to contact you multiple times for the same issue.,22.66
3255,6159,2026-01-20,5,5,3,1,4,"Resolved on the first call, very satisfied.",41.07
3256,6160,2025-05-06,4,3,3,1,1,"Support was okay, nothing exceptional.",15.41
3257,6161,2026-03-27,4,2,4,1,6,"Polite and knowledgeable support, thank you.",17.07
3258,6162,2025-12-28,5,4,5,1,4,"Resolved on the first call, very satisfied.",14.86
3259,6167,2025-07-31,5,3,3,1,5,"Polite and knowledgeable support, thank you.",62.69
3260,6168,2025-03-01,4,5,3,0,10,"Great service, very professional and helpful.",22.77
3261,6169,2026-01-15,5,3,3,1,5,Quick response and clear explanation.,6.78
3262,6170,2026-05-24,3,4,3,1,7,Average experience overall.,19.61
3263,6171,2025-11-18,3,5,1,1,5,"Support was okay, nothing exceptional.",34.5
3264,6172,2026-01-21,4,5,5,0,5,"Polite and knowledgeable support, thank you.",10.28
3265,6174,2026-05-22,5,4,3,1,6,Quick response and clear explanation.,20.51
3266,6177,2026-03-06,4,5,3,1,6,Quick response and clear explanation.,11.4
3267,6179,2025-09-30,4,4,2,0,7,Quick response and clear explanation.,4.1
3268,6180,2026-05-12,2,2,2,1,4,Got what I needed eventually.,42.72
3269,6185,2025-09-27,3,1,3,1,3,Average experience overall.,26.9
3270,6187,2025-12-15,4,4,4,0,8,Agent was friendly and solved my issue quickly.,12.44
3271,6189,2025-01-14,5,4,4,1,6,Agent was friendly and solved my issue quickly.,31.9
3272,6190,2025-06-03,4,5,4,1,7,Agent was friendly and solved my issue quickly.,12.18
3273,6191,2026-02-23,5,5,4,1,10,"Resolved on the first call, very satisfied.",38.56
3274,6192,2025-02-10,4,3,3,0,9,"Resolved on the first call, very satisfied.",18.23
3275,6193,2025-01-18,4,2,3,0,6,Quick response and clear explanation.,37.8
3276,6194,2026-01-07,3,3,3,0,4,"Support was okay, nothing exceptional.",4.15
3277,6195,2026-08-09,5,4,4,1,8,"Polite and knowledgeable support, thank you.",16.83
3278,6196,2025-08-30,2,3,3,0,4,The agent was fine but I had to wait.,33.6
3279,6197,2025-09-10,5,4,4,1,10,"Great service, very professional and helpful.",34.1
3280,6198,2025-04-19,2,1,1,0,2,"Very frustrating experience, poor communication.",5.57
3281,6203,2025-11-09,4,5,5,1,9,"Great service, very professional and helpful.",11.88
3282,6205,2026-07-22,3,2,1,0,4,Average experience overall.,13.91
3283,6206,2026-01-11,3,4,3,1,7,Average experience overall.,34.78
3284,6207,2025-12-22,4,3,5,0,6,"Great service, very professional and helpful.",35.23
3285,6208,2026-04-08,4,3,2,1,6,"Support was okay, nothing exceptional.",9.29
3286,6209,2025-10-15,3,3,3,1,8,Average experience overall.,35.38
3287,6211,2025-08-22,3,3,3,1,4,The agent was fine but I had to wait.,13.02
3288,6214,2026-07-05,5,2,3,1,6,"Great service, very professional and helpful.",10.62
3289,6219,2025-07-16,5,4,5,1,7,"Great service, very professional and helpful.",37.91
3290,6220,2026-04-19,4,4,5,1,8,Agent was friendly and solved my issue quickly.,17.18
3291,6223,2025-02-02,5,2,2,0,6,Issue was resolved but it took a while.,7.36
3292,6224,2026-06-27,5,3,2,1,5,Average experience overall.,12.1
3293,6228,2025-09-02,3,3,2,0,4,Average experience overall.,21.4
3294,6230,2025-03-15,5,4,5,1,7,"Resolved on the first call, very satisfied.",4.72
3295,6233,2025-11-20,5,5,5,1,8,"Great service, very professional and helpful.",28.95
3296,6235,2026-01-29,3,2,2,1,2,The agent was fine but I had to wait.,44.56
3297,6236,2026-04-23,4,3,2,1,1,The agent was fine but I had to wait.,42.48
3298,6237,2025-07-14,4,5,4,1,5,Agent was friendly and solved my issue quickly.,28.25
3299,6238,2025-02-26,4,3,3,1,6,"Polite and knowledgeable support, thank you.",20.07
3300,6239,2026-04-21,5,5,5,1,6,Quick response and clear explanation.,36.01
3301,6240,2025-08-31,5,5,4,1,9,Quick response and clear explanation.,49.53
3302,6242,2025-03-17,4,5,4,1,7,Quick response and clear explanation.,41.62
3303,6244,2025-05-06,4,4,2,1,6,"Resolved on the first call, very satisfied.",32.99
3304,6245,2025-02-27,5,4,4,1,8,"Great service, very professional and helpful.",43.99
3305,6246,2025-02-28,3,3,2,1,4,The agent was fine but I had to wait.,11.3
3306,6247,2026-06-21,4,4,3,1,3,The agent was fine but I had to wait.,36.33
3307,6248,2026-01-12,5,5,4,1,9,"Polite and knowledgeable support, thank you.",4.05
3308,6249,2025-01-25,5,5,4,1,7,"Resolved on the first call, very satisfied.",19.56
3309,6250,2025-05-21,5,5,5,1,5,Agent was friendly and solved my issue quickly.,10.66
3310,6252,2025-01-25,5,5,4,1,8,Agent was friendly and solved my issue quickly.,22.9
3311,6253,2025-09-18,3,5,3,1,9,"Polite and knowledgeable support, thank you.",27.86
3312,6255,2025-08-12,4,5,5,1,6,"Great service, very professional and helpful.",27.12
3313,6257,2026-07-23,3,4,4,1,7,Got what I needed eventually.,19.24
3314,6260,2025-04-14,3,2,4,0,2,The agent was fine but I had to wait.,78.28
3315,6263,2025-05-01,4,3,3,0,6,Quick response and clear explanation.,8.02
3316,6265,2026-07-21,5,5,4,1,9,"Resolved on the first call, very satisfied.",26.92
3317,6266,2025-09-13,4,4,4,1,4,The agent was fine but I had to wait.,14.68
3318,6269,2025-03-23,4,4,3,1,0,Average experience overall.,5.16
3319,6272,2025-06-04,3,4,3,1,6,Average experience overall.,10.39
3320,6273,2026-01-04,5,4,4,1,6,"Great service, very professional and helpful.",25.18
3321,6275,2025-10-05,5,5,5,1,10,Agent was friendly and solved my issue quickly.,9.59
3322,6276,2026-07-23,5,5,4,1,7,Quick response and clear explanation.,28.04
3323,6278,2025-05-15,5,3,4,1,6,Agent was friendly and solved my issue quickly.,45.92
3324,6280,2025-11-05,5,5,4,1,6,Agent was friendly and solved my issue quickly.,49.48
3325,6281,2025-10-13,5,5,5,1,8,"Resolved on the first call, very satisfied.",14.16
3326,6282,2025-12-24,5,4,4,1,6,"Resolved on the first call, very satisfied.",47.12
3327,6284,2025-12-09,4,3,4,1,6,"Support was okay, nothing exceptional.",39.5
3328,6290,2025-07-14,3,3,3,0,4,Waited far too long and the problem is still not fixed.,13.67
3329,6291,2025-11-28,3,4,3,1,4,The agent was fine but I had to wait.,52.99
3330,6292,2025-06-16,4,4,2,1,7,"Resolved on the first call, very satisfied.",0.79
